unique_id,power_plant_name,country,country_iso3c,bri_country,region,subregion,province,city,installed_capacity,commissioning_year,primary_fuel,latitude,longitude,duplicate_power_plant,investment_type,investment_cofinanced_bu,debt_investment_averaged,debt_investment_weighted,equity_investment_weighted,total_investment_amount,equity_investor_name_1,equity_investor_amount_1,equity_investor_name_2,equity_investor_amount_2,equity_investment_type,equity_investment_year,parent_company_of_investor,SOE_or_POE,debt_investment_year,debt_investment_amount,number_of_lenders,bank_of_china,china_development_bank,export_import_bank_of_china,industrial_and_commercial_bank_of_china,china_construction_bank,bank_of_communications,agricultural_bank_of_china,china_citic_bank_corp,china_merchants_bank,china_minsheng_banking_corp,china_zheshang_bank,china_everbright_bank,silk_road_fund,china_co-financing_fund_for_latin_america_and_the_caribbean,compid,unit_id,location_id.x,gppd_id,fdi_id,rma_id,bu_id,sais_id,iad_id,r_id,ij_id,cgp_id,RE/Fossil
LKA2021008,MORAGAHAKANDA,Sri Lanka,LKA,Y,Asia,Southern Asia,Central,Matale Dist,24,2020,hydro,,,N,Debt,Y,N,N,,214,,,,,,,,,2012,214,,,214,,,,,,,,,,,,,1001202,1285646; 1285647; 1285648; 1285649,1118979,,,,117,,,,,LK.002.1; LK.002.2; LK.002.3; LK.002.4,RE
LSO2023001,RAMAROTHOLE SUBSTATION,Lesotho,LSO,Y,Africa,Sub-Saharan Africa,Mafeteng,Ha-Ramarothole,70,2022,solar pv,,,N,Debt,,N,N,,70,,,,,,,,,2020,70,,,,70,,,,,,,,,,,,1053962,1286920; 1307931,1119831,,,,283,LS.012,,,,LS.001.1; LS.001.2,RE
MAR2021001,Al-Hoceima,Morocco,MAR,Y,Africa,Northern Africa,,Al-Hoceima,,,hydro,,,N,Debt,N,Y,N,,2.13,,,,,,,,,2002,2.13,,,,2.13,,,,,,,,,,,,,,,,,,6,,,,,,RE
MAR2021002,Chefchaouen,Morocco,MAR,Y,Africa,Northern Africa,,Chefchaouen,,,hydro,,,N,Debt,N,Y,N,,2.13,,,,,,,,,2002,2.13,,,,2.13,,,,,,,,,,,,,,,,,,6,,,,,,RE
MAR2021003,Ifrane,Morocco,MAR,Y,Africa,Northern Africa,,Ifrane,,,hydro,,,N,Debt,N,Y,N,,2.13,,,,,,,,,2002,2.13,,,,2.13,,,,,,,,,,,,,,,,,,6,,,,,,RE
MAR2021004,JERADA,Morocco,MAR,Y,Africa,Northern Africa,L'Oriental,Jerada,350,2018,coal,,,N,Debt,N,N,N,,305,,,,,,,,,2014,305,,,,305,,,,,,,,,,,,1004936,1213104,1024696,,,,160,MA.005,,,28955,MA.001,Fossil
MAR2021005,NOOR OUARZAZATE-II,Morocco,MAR,Y,Africa,Northern Africa,Souss-Massa,Ghessat RCA - Ouarzazate,200,2018,solar csp,,,N,Debt,,N,N,,150,,,,,,,,,2018,150,,,,,150,,,,,,,,,,,1036210,1268935,1098682,,,,,MA.019,,,28128,,RE
MAR2022006,NOOR OUARZAZATE-I,Morocco,MAR,Y,Africa,Northern Africa,Souss-Massa,Ghessat RCA - Ouarzazate,160,2016,solar pv,,,N,Equity,,,,N,1.95,Chint Group Corp ,1.95,,,Greenfield,2017,Chint Group Corp ,POE,,,,,,,,,,,,,,,,,,1036210,1212434,1074056,,,,,,,,33613,,RE
MDG2021001,Ranomafana,Madagascar,MDG,Y,Africa,Sub-Saharan Africa,,,86,,hydro,,,N,Debt,,N,N,,197,,,,,,,,,2018,197,,,,197,,,,,,,,,,,,,,,,,,,MG.008,,,,,RE
MDV2023001,HULHUMALE' STELCO,Maldives,MDV,Y,Asia,Southern Asia,Kaafu,Hulhumale' Island,50,2019,oil ,,,N,Debt,,N,N,,75.395226,,,,,,,,,2016,75.395226,,,,75.395226,,,,,,,,,,,,1004131,1206420,1071007,,,,323,,,,,MV.001,Fossil
MLI2021001,GOUINA,Mali,MLI,Y,Africa,Sub-Saharan Africa,Kayes,Diamou,139.8,2021,hydro,,,N,Debt,N,N,N,,248,,,,,,,,,2013,248,,,,248,,,,,,,,,,,,1004991,1259825;1259998;1259999,1101997,,,,139,ML.006;SN.011,,,41032,ML.001.1; ML.001.2; ML.001.3,RE
MLI2021002,TAOUSSA,Mali,MLI,Y,Africa,Sub-Saharan Africa,Gao,Bourem Cercle,25,,hydro,,,N,Debt,N,N,N,,99,,,,,,,,,2014,99,,,,99,,,,,,,,,,,,1040035,1230440,1084652,,,,159,,,,,,RE
MLT2021001,DELIMARA,Malta,MLT,Y,Europe,Southern Europe,South Eastern,Marsaxlok Bay,310,1996,oil ,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2014,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1002304,1111824; 1111825; 1111821; 1111822; 1111823; 1162374; 1174699; 1218975,1016224,,,,,,,,,MT.F.001.5; MT.F.001.6; MT.F.001.7; MT.F.001.8,Fossil
MLT2021002,DELIMARA ELECTROGAS,Malta,MLT,Y,Europe,Southern Europe,South Eastern,Marsaxlok Bay,226.5,2017,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2014,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1045690,1253624; 1265915; 1265916; 1265917,1099572,,,,,,,,40038,MT.F.001.1; MT.F.001.2; MT.F.001.3; MT.F.001.4,Fossil
MLT2022003,DELIMARA-D3,Malta,MLT,Y,Europe,Southern Europe,South Eastern,Marsaxlok Bay,287.6,2012,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2014,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1060703,1310786;1174699;1310785;1240894,1137007,,,,,,,,,MT.F.001.10; MT.F.001.11; MT.F.001.12,Fossil
MLT2022004,DELIMARA ELECTROGAS,Malta,MLT,Y,Europe,Southern Europe,South Eastern,Marsaxlok Bay,226.5,2017,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2014,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1045690,1253624;1265915;1265916;1265917,1099572,,,,,,,,,MT.F.001.1; MT.F.001.2; MT.F.001.3; MT.F.001.4,Fossil
MLT2023005,DELIMARA,Malta,MLT,Y,Europe,Southern Europe,South,Marsaxlok Bay,38,2000,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2014,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1002304,1162375,1016224,,,,,,,,,MT.F.001.9,Fossil
MMR2021001,Chaungtha,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Ayeyarwady,,30,,hydro,,,N,Equity,,,,,,China Three Gorges Corp,,,,Greenfield,2016,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,,,,,372748,,,,,,,,RE
MMR2021002,CHIBWENGE,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Kachin,Chibwe Township,99,2013,hydro,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2014,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1041456,1228664; 1228665; 1228666,1083645,,,,,,,,,MM.F.004.1; MM.F.004.2; MM.F.004.3,RE
MMR2021003,DAPEIN-1,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Kachin,Dawphoneyan Township,240,2011,hydro,24.42,97.525,N,Equity,,,,,,China Datang Corporation Ltd,,,,Greenfield,2009,China Datang Corporation Ltd,SOE,,,,,,,,,,,,,,,,,,1037035,1202804; 1228652; 1228653; 1228654,1069160,WRI1061368,,,,,,,,MM.F.002.1; MM.F.002.2; MM.F.002.3; MM.F.002.4,RE
MMR2021004,SHWELI-1,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Shan,Namkhan Township,600,2009,hydro,23.7,97.507,N,Equity,,,,,,China Huaneng Group Co Ltd,,,,Greenfield,2006,China Huaneng Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,1039858,1185890; 1186806; 1201143; 1213176; 1213177; 1213178,1058259,WRI1061367,,,,,,,,MM.F.001.1; MM.F.001.2; MM.F.001.3; MM.F.001.4; MM.F.001.5; MM.F.001.6,RE
MMR2021005,THAKETA THILAWA,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Yangon,Thilawa SEZ - Thaketa Township,106,2018,gas,,,N,Equity,,,,,,Union Resources & Engineering Co Ltd,,,,Greenfield,2016,Yunnan Xieli Investment Development Co Ltd,POE,,,,,,,,,,,,,,,,,,1049804; NA,1250965; 1282557,1109587,,,,,,,,,MM.F.005.1; MM.F.005.2,Fossil
MMR2021006,YEYWA,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Mandalay,Kyaukse Township,790,2011,hydro,21.67,96.473,N,Debt,N,N,N,,200,,,,,,,,,2003,200,,,,200,,,,,,,,,,,,1004570,1158537; 1180702; 1180703; 1180704,1023270,WRI1061374,,,11,,,,,MM.003.1; MM.003.2; MM.003.3; MM.003.4,RE
MMR2021007,,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Rangoon,Rangoon,106,,gas,,,N,Equity,,,,,,Yunnan Provincial Energy Investment Group Co Ltd,,,,Greenfield,2018,Yunnan Provincial Investment Holdings Group Co Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,454056,,,,,,,,Fossil
MMR2021008,,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,,Kyaukpyu,300,,gas,,,N,Equity,,,,,,China National Technical Import & Export Corp,,,,Greenfield,2020,China General Technology Group Holding Co Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,541061,,,,,,,,Fossil
MMR2021009,,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,,Thanlyin,300,,gas,,,N,Equity,,,,,,China National Technical Import & Export Corp,,,,Greenfield,2020,China General Technology Group Holding Co Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,541063,,,,,,,,Fossil
MMR2021010,,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,,Rangoon (Yangon),300,,gas,,,N,Equity,,,,,,China National Technical Import & Export Corp,,,,Greenfield,2020,China General Technology Group Holding Co Ltd,SOE,,,,,,,,,,,,,,,,,,,,,,541069,,,,,,,,Fossil
MMR2023011,KYAUKPHYU POWER,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Rakhine,Kyaukphyu Township,135,2022,gas,,,N,Equity,,,,,,Power Construction Corporation of China,,,,Greenfield,2018,Power Construction Corporation of China,SOE,,,,,,,,,,,,,,,,,,1054784,1290165; 1308534; 1308535,1122081,,,,,,,,,MM.F.006.1; MM.F.006.2; MM.F.006.3,Fossil
MMR2023012,MEE LIN GYAING,Myanmar (Burma),MMR,Y,Asia,South-eastern Asia,Ayeyawady,Shwe Thaung Yan Twp - Pathein Dist,1380,2023,gas,,,N,Equity,,,,,,Zhefu Holding Group Co Ltd,,,,Greenfield,2018,Zhefu Holding Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1054783,1290163; 1308536; 1308537,1122080,,,,,,,,,MM.F.007.1; MM.F.007.2; MM.F.007.3,Fossil
MNE2021001,MOZURA,Montenegro,MNE,Y,Europe,Southern Europe,Ulcinj,Mozura,46,2019,onshore wind,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,Greenfield,,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1048711,1224416,1081044,,,,,,,,,ME.F.001,RE
MNG2023001,ERDENET,Mongolia,MNG,Y,Asia,Eastern Asia,Orhon,Erdenetsogt,50,2021,coal,,,N,Debt,,N,N,,75.9,,,,,,,,,2013,75.9,,,,75.9,,,,,,,,,,,,1001133,1311914,1011897,,,,319,,,,,MN.002,Fossil
MWI2021001,KAMMWAMBA,Malawi,MWI,Y,Africa,Sub-Saharan Africa,Southern,Zalwea - Neno Dist,300,2024,coal,,,N,Debt,N,N,N,,667,,,,,,,,,2018,667,,,,667,,,,,,,,,,,,1045241,1253312;1253675;1253676;1253677;1253678;1253679,1098116,,,,277,,,,,,Fossil
MYS2021001,JIMAH,Malaysia,MYS,Y,Asia,South-eastern Asia,Negeri Sembilan,Port Dickson,1505,2009,coal,2.5903,101.7246,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2018,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1007829,1158249; 1175605,1010546,WRI1000256,,,,,,,,MY.F.002.1; MY.F.002.2,Fossil
MYS2021002,KUALA LANGAT,Malaysia,MYS,Y,Asia,South-eastern Asia,Selangor,Banting,1518,1998,gas,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2018,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1010228,1126660; 1126661; 1126662; 1126657; 1126658; 1126659; 1213012,1017623,,,,,,,,,MY.F.003.1; MY.F.003.2; MY.F.003.3; MY.F.003.4; MY.F.003.5; MY.F.003.6,Fossil
MYS2021003,TANJONG KLING CC GT,Malaysia,MYS,Y,Asia,South-eastern Asia,Melaka,Tanjong Kling,330,1993,gas,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2018,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1013933,1132305; 1132306; 1132308,1044010,,,,,,,,,MY.F.004.1; MY.F.004.2; MY.F.004.3,Fossil
MYS2021004,TANJONG KLING IC,Malaysia,MYS,Y,Asia,South-eastern Asia,Melaka,Tanjong Kling,2,1994,oil ,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2018,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1013933,1132307,1044010,,,,,,,,,MY.F.004.1; MY.F.004.2; MY.F.004.3,Fossil
MYS2021005,TELUK GONG (PANGLIMA),Malaysia,MYS,Y,Asia,South-eastern Asia,Melaka,Kuala Sungai Baru,1160,2002,gas,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2018,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1013933,1174874; 1174934; 1152113; 1152114; 1152115; 1152116; 1174935,1025751,,,,,,,,,MY.F.005.1; MY.F.005.2; MY.F.005.3; MY.F.005.4; MY.F.005.5; MY.F.005.6; MY.F.005.7,Fossil
MYS2021006,KUALA KETIL SOLAR,Malaysia,MYS,Y,Asia,South-eastern Asia,Kedah,Kuala Ketil - Kulim Dist,50,2019,solar pv,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,Greenfield,2018,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1013933,1273501,1110807,,455322,,,,,,,MY.F.006,RE
MYS2023007,ALOR GAJAH (MELAKA),Malaysia,MYS,Y,Asia,South-eastern Asia,Melaka,Alor Gajah,2242.2,2021,gas,,,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,2016,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1013933,1259484; 1259485; 1283942,1101808,,,,,,,,,MY.F.001.1; MY.F.001.2; MY.F.001.3,Fossil
NAM2021001,HARDAP SOLAR,Namibia,NAM,Y,Africa,Sub-Saharan Africa,Hardap,,45,,solar pv,,,N,Debt,,Y,N,,25,,,,,,,,,2018,25,2,,,,25,,,,,,,,,,,1006084,1254903,1099133,,,,,,,154085066661,30902,,RE
NAM2023002,DIAZ (LUDERITZ),Namibia,NAM,Y,Africa,Sub-Saharan Africa,Karas,,50,,onshore wind,,,N,Equity,,,,,,China Energy Engineering Group Co Ltd,,,,Greenfield,2023,China Energy Engineering Group Co Ltd,,,,,,,,,,,,,,,,,,,1039927,1174440,1050258,,673861,,,,,,,,RE
NGA2021001,GEREGU-I,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Kogi,Ajaokuta,435,2007,gas,,,N,Equity,,,,,,State Grid Corporation of China,,,,Greenfield,,State Grid Corporation of China,SOE,,,,,,,,,,,,,,,,,,1040252,1191976; 1191977; 1191978,1062281,,,,,,,,,NG.F.003.1; NG.F.003.2; NG.F.003.3,Fossil
NGA2021002,GURARA DAM,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Kaduna,Kaganko LGA,30,2022,hydro,,,N,Debt,N,N,Y,,107.1428571,,,,,,,,,2019,107.1428571,,,,107.1428571,,,,,,,,,,,,1044455,1199190; 1210769; 1210770,1067132,,,,271,,,,,,RE
NGA2021003,GURARA FALLS,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Niger,,250,,hydro,,,N,Debt,N,N,Y,,892.8571429,,,,,,,,,2019,892.8571429,,,,892.8571429,,,,,,,,,,,,1035559,1211588,1073635,,,,271,,,,,,RE
NGA2021004,MAMBILLA,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Taraba,Gembu,3048,2030,hydro,,,N,Debt,Y,N,N,,4930,,,,,,,,,2017,4930,,,,4930,,,,,,,,,,,,1004746,1165354; 1169013; 1169014; 1169015; 1169016; 1198104; 1204843; 1204844; 1284245; 1284246; 1284247; 1284248,1044233,,,,,,,,41027,,RE
NGA2021005,OLORUNSOGO -I,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Ogun,Ewekoro LGA - Papalanto,304,2007,gas,,,N,Debt,N,N,N,,114.9,,,,,,,,,2002,114.9,,,,114.9,,,,,,,,,,,,1043224,1238627;1238628;1238629;1238630;1238631;1238632;1238633;1238634,1089132,,,,8,,,,,NG.001.1; NG.001.2; NG.001.3; NG.001.4; NG.001.5; NG.001.6; NG.001.7; NG.001.8,Fossil
NGA2021006,OMOTOSHO-I,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Ondo,Omotosho Power Plant Junction,335.2,2007,gas,,,N,Debt,N,N,N,,114.9,,,,,,,,,2002,114.9,,,,114.9,,,,,,,,,,,,1043224,1197841; 1197842; 1197843; 1197844; 1197845; 1197846; 1197847; 1197848,1066313,,,,7,,,,,NG.002.1; NG.002.2; NG.002.3; NG.002.4; NG.002.5; NG.002.6; NG.002.7; NG.002.8,Fossil
NGA2021007,ZUNGERU,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Niger,Wushishi LGA,700,2022,hydro,,,N,Debt,N,N,N,,984,,,,,,,,,2013,984,,,,984,,,,,,,,,,,,1021820,1165353; 1248111; 1248112; 1248113,1044232,,,,144,NG.010,,,,NG.005.1; NG.005.2; NG.005.3; NG.005.4,RE
NGA2023008,CCECT OSSIOMO,Nigeria,NGA,Y,Africa,Sub-Saharan Africa,Benin,Ologbo - Benin City,55,2020,gas,,,N,Equity,,,,,,Jiangsu Communication Clean Energy Technology Co Ltd,,,,Greenfield,,Wuxi Passenger Transport Group Co Ltd,POE,,,,,,,,,,,,,,,,,,1057018,1296698,1127009,,,,,,,,,NG.F.004,Fossil
NPL2021001,UPPER MADI,Nepal,NPL,Y,Asia,Southern Asia,Province No 4,Kaski Dist,25,2017,hydro,,,N,Equity,,,,,,China Three Gorges Corp,,,,Greenfield,2012,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1039163,1155024; 1273904,1023816,,,,,,,,,NP.F.001.1; NP.F.001.2,RE
NPL2021002,UPPER MARSYANGDI-A,Nepal,NPL,Y,Asia,Southern Asia,Province No 4,Bhulbhule VDC Lamjung Dist,50,2016,hydro,,,N,Both,,N,N,,0,Power Construction Corporation of China,,,,Greenfield,2013,Power Construction Corporation of China,SOE,2019,,,,,,,,,,,,,,,,,1039170,1226568; 1265513,1082334,,,,,,,,,NP.F.002.1; NP.F.002.2,RE
NPL2021003,UPPER TRISHULI-IIIA,Nepal,NPL,Y,Asia,Southern Asia,Province No 3,Kispang No 5 - Nuwakot Dist,60,2019,hydro,,,N,Both,N,N,N,,115,China Three Gorges Corp,,,,Greenfield,2011,China Three Gorges Corp,SOE,2011,115,,,,115,,,,,,,,,,,,1004692,1204662;1243785,1070173,,,,100,,,,,NP.003.1; NP.003.2,RE
NZL2021001,NGAWHA-1,New Zealand,NZL,Y,Oceania,Australia and New Zealand,West Coast,Ngawha Springs - Akaroa County,31.5,2020,geothermal,,,N,Debt,,N,N,,150,,,,,,,,,2019,150,3,,,,,150,,,,,,,,,,1006498,1271836,1120009,,,,,,,154085372353; 154085372354; 154085372355,25574,,RE
OMN2021001,,Oman,OMN,Y,Asia,Western Asia,Al Wusta,Duqum,1000,,solar pv,,,N,Equity,,,,,,Ningxia Zhongke Jiaye New Energy & Technology Management Co Ltd,,,,Greenfield,2017,Ningxia Zhongke Jiaye New Energy & Technology Management Co Ltd,POE,,,,,,,,,,,,,,,,,,,,,,421243,,,,,,,,RE
PAK2021001,BIN QASIM,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Bin Qasim Town - Malir Dist - Karachi,1419.59,2011,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1003713,1105989; 1105983; 1105984; 1105987; 1105988; 1201818; 1201819; 1218426; 1201820,1020510,,,,,,,,,PK.F.010.10; PK.F.010.11; PK.F.010.3; PK.F.010.4; PK.F.010.6; PK.F.010.7; PK.F.010.8; PK.F.010.9,Fossil
PAK2021002,BIN QASIM,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Bin Qasim Town - Malir Dist - Karachi,430.15,1990,oil ,24.7844,67.3604,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1003713,1105990; 1105991; 1208263; 1208264; 1208265; 1208266; 1105985; 1105986,1020510,WRI1001624,,,,,,,,PK.F.010.1; PK.F.010.2; PK.F.010.5,Fossil
PAK2021003,CHASHMA (CHASNUPP),Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Mianwali Dist,325,2012,nuclear,,,N,Debt,N,N,N,,350,,,,,,,,,2004,350,,,,350,,,,,,,,,,,,1005077,1175073,1025125,,,,17,,,,,PK.001.1; PK.001.2; PK.001.3,NA
PAK2021004,CHASHMA (CHASNUPP),Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Mianwali Dist,680,2017,nuclear,,,N,Debt,N,N,N,,1570,,,,,,,,,2011,1570,,,,1570,,,,,,,,,,,,1005077,1108274,1025125,,,,101,,,,,PK.001.1; PK.001.2; PK.001.3,NA
PAK2021005,CHINA POWER HUB,Pakistan,PAK,Y,Asia,Southern Asia,Balochistan,Tehsil Gadani - Lasbella Dist,1320,2019,coal,,,N,Equity,,,,N,370,State Power Investment Corp Ltd,370,,,Greenfield,2018,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1052042,1279987; 1279988,1115111,,,,,,,,39561,PK.F.018.1; PK.F.018.2,Fossil
PAK2021006,DAWOOD BANBHORE,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Banbhore Division,49.5,2016,onshore wind,,,N,Equity,,,,,,Sinohydro International Engineering Co Ltd,,,,Greenfield,2013,Power Construction Corporation of China,SOE,,,,,,,,,,,,,,,,,,1048882,1267867,1107262,,276490,,,,,,,PK.F.005,RE
PAK2021007,HAROONABAD RENTAL,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Karachi,16,2008,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1003713,1214885,1075417,,,,,,,,,PK.F.011,Fossil
PAK2021008,Hubco,Pakistan,PAK,Y,Asia,Southern Asia,"Jhimpir, Thatta District, Sindh Province",,99,,onshore wind,,,N,Debt,N,N,N,,224,,,,,,,,,2017,224,,,224,,,,,,,,,,,,,,,,,,,241,,,,,,RE
PAK2021009,Hubco Coal Power Plant,Pakistan,PAK,Y,Asia,Southern Asia,Balochistan,,1320,,coal,,,N,Debt,Y,N,N,,1496,,,,,,,,,2017,1496,,,748,748,,,,,,,,,,,,,,,,,,245,,,,,,Fossil
PAK2021010,CTG JHAMPIR,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Jhampir City - Thatta Dist,49.5,2015,onshore wind,,,N,Equity,,,,,,China Three Gorges Corp,,,,Greenfield,,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1040912,1234379,1086824,,,,,,,,21122,PK.F.003.1,RE
PAK2021011,JHAMPIR MASTER,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Jhampir City - Thatta Dist,99,2016,onshore wind,,,N,Equity,,,,,,China Three Gorges South Asia Investment Ltd,,,,Greenfield,2016,China Three Gorges Corp,SOE,,,,,,,,,,,,,,,,,,1033251,1201153,1068262,,391498,,,,,,21122,PK.F.003.2; PK.F.003.3,RE
PAK2021012,JINNAH BARRAGE,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Kalabagh - Mianwali Dist,96,2015,hydro,,,N,Debt,N,N,N,,108.8,,,,,,,,,2001,108.8,,,,108.8,,,,,,,,,,,,1006989,1122708; 1183791; 1183792; 1183793; 1183794; 1183795; 1183796; 1183797,1033205,,,,4,,,,,PK.002.1; PK.002.2; PK.002.3; PK.002.4; PK.002.5; PK.002.6; PK.002.7; PK.002.8,RE
PAK2021013,KABIRWALA,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Taluk Kabirwala - Khanewal Dist,157.6,1999,gas,30.5237,71.9555,N,Equity,,,,,,China General Nuclear Power Corp,,,,M&A,,China General Nuclear Power Corp,SOE,,,,,,,,,,,,,,,,,,1009810,1123130; 1123131; 1123132,1016940,WRI1001631,,,,,,,,PK.F.006.1; PK.F.006.2; PK.F.006.3,Fossil
PAK2021014,KARACHI COASTAL,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Hawkes Bay,2290,2021,nuclear,,,N,Debt,N,N,N,,2250,,,,,,,,,2014,2250,,,,2250,,,,,,,,,,,,1005077,1181823;1196778,1097900,,,,162,,,,,PK.019.1; PK.019.2,NA
PAK2021015,KAROT,Pakistan,PAK,Y,Asia,Southern Asia,Punjab,Rawalpindi Dist,720,2022,hydro,,,N,Both,Y,Y,N,N,1710,China Three Gorges Corp,850,,,Greenfield,2017,China Three Gorges Corp,SOE,2017,860,4,,430,430,,,,,,,,,,,,1044282,1198773; 1234813; 1234814; 1234815,1066921,,,,,,,154083635467; 154083645039,33403,PK.F.021.1; PK.F.021.2; PK.F.021.3; PK.F.021.4,RE
PAK2021016,KESC SITE,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Site - Karachi,93.8,2009,gas,24.913,66.9902,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1003713,1215367; 1220159,1020514,WRI1001623,,,,,,,,PK.F.012.1; PK.F.012.2,Fossil
PAK2021018,KORANGI CREEK,Pakistan,PAK,Y,Asia,Southern Asia,Sindh,Bin Qasim Town Malir Dist - Karachi,188,2008,gas,,,N,Equity,,,,,,State Power Investment Corp Ltd,,,,M&A,2016,State Power Investment Corp Ltd,SOE,,,,,,,,,,,,,,,,,,1003713,1198927; 1198928; 1198929; 1198930; 1199213,1084534,,,,,,,,,PK.F.014.1; PK.F.014.2; PK.F.014.3; PK.F.014.4.; PK.F.014.5,Fossil
PAK2021019,NEELUM-JHELUM,Pakistan,PAK,Y,Asia,Southern Asia,AJK,Barsala - Muzaffarabad Dist,968,2018,hydro,,,N,Debt,N,N,N,,448,,,,,,,,,2012,448,,,,448,,,,,,,,,,,,1006989,1135592; 1183756; 1183757; 1183758,1033217,,,,115,,,,,PK.015.1; PK.015.2; PK.015.3; PK.015.4,RE
PAK2021020,NEELUM-JHELUM,Pakistan,PAK,Y,Asia,Southern Asia,AJK,Barsala - Muzaffarabad Dist,,,hydro,,,Y,Debt,N,N,N,,576,,,,,,,,,2015,576,,,,576,,,,,,,,,,,,1006989,1135592;1183756;1183757;1183758,1033217,,,,191,,,,,PK.015.1; PK.015.2; PK.015.3; PK.015.4,RE
